roi,image,plate,area,meangray,perim,circ,areafraction,AR,round,solidity,red,green,blue
22,DSC_1041_plate24.JPG,24,3345,57.665,295.99,0.48,0,1.24,0.806,0.883,254.866,0.091,0.081
23,DSC_1041_plate24.JPG,24,737,82.084,159.581,0.364,0,1.141,0.876,0.798,248.723,3.189,2.727
24,DSC_1041_plate24.JPG,24,469,79.584,96.225,0.637,0,1.423,0.703,0.858,255,0,0
25,DSC_1041_plate24.JPG,24,115,79.739,135.196,0.079,0,12.493,0.08,0.353,255,0,0
26,DSC_1041_plate24.JPG,24,197,89.117,70.426,0.499,0,1.105,0.905,0.783,255,0,0
27,DSC_1041_plate24.JPG,24,1844,69.048,218.108,0.487,0,1.629,0.614,0.824,254.717,0.257,0.204
28,DSC_1041_plate24.JPG,24,324,67.392,331.664,0.037,0,8.806,0.114,0.158,255,0,0
29,DSC_1041_plate24.JPG,24,153,81.222,208.811,0.044,0,15.345,0.065,0.259,255,0,0
30,DSC_1041_plate24.JPG,24,197,88.949,182.368,0.074,0,18.672,0.054,0.45,255,0,0
31,DSC_1041_plate24.JPG,24,127,89.89,171.213,0.054,0,43.395,0.023,0.645,255,0,0
